일시,대여소,대여건수,반납건수
202210,558. 성동광진 교육지원청 앞,3,2
202210,559. 왕십리역 4번 출구 건너편,7,3
202210,561. 서울숲역 2번출구 앞,10,5
202210,562. 군자지하보도 앞,0,2
202210,565. 옥수역 3번출구,65,43
202210,567. 성수역 2번출구 앞,3,9
202210,568. 청계8가사거리 부근,9,4
202210,571. 세종대학교 대양AI센터,1,0
202210,572. 국립정신 건강센터 앞,1,0
202210,573. 구의문주차장 앞,0,2
202210,574. 아차산역4번출구,4,4
202210,5751. 송파여성축구장,3,2
202210,5752. 풍납백제문화공원 옆 인근,3,2
202210,5763. 세륜초등학교 건너편,2,2
202210,577. 광진청소년수련관,4,4
202210,578. 성동세무서 부근,0,1
202210,579. 마장역 4번출구,3,2
202210,582. 경일중학교 앞,0,2
202210,583. 청계천 생태교실 앞,16,20
202210,584. 광진광장 교통섬,1,0
202210,585. 성수2가1동 공영주차장 인근,19,17
202210,5851. 도림천 건널목 위,1,0
202210,5853. 여의도역2번출구 앞,2,10
202210,5854. 신한금융투자 앞,13,19
202210,5855. 하이투자증권 앞,5,3
202210,5857. U레지던스 앞,6,6
202210,5858. 영등포역5번출구,6,7
202210,5859. 여의도 삼부아파트,7,6
202210,586. 마장동 주민센터,1,1
202210,587. 유니베라 앞,4,9
202210,588. 뚝섬 유원지역,6,6
202210,589. 성수역3번출구,15,17
202210,591. 건국대학교 (행정관),1,1
202210,592. 건국대학교 학생회관,4,2
202210,593.자양중앙나들목,0,4
202210,602. 장안동 사거리,3,3
202210,604. 답십리초등학교 옆 공원,1,0
202210,605. 신설동역8번출구,1,1
202210,6053. 중부세무서 앞,2,2
202210,609. 제기2교,2,1
202210,612. 시립동부병원 앞 사거리,6,1
202210,613. 신설동역 10번출구 앞,2,1
202210,614. 용두동 사거리,3,3
202210,616. 서울시립대 앞,2,1
202210,617. 청솔우성아파트 앞,1,2
202210,623. 서울시립대 정문 앞,3,8
202210,626. 군자교 서측 녹지대,1,1
202210,630. 동대문구 보건소,7,7
202210,631. 답십리역 1번출구,3,4
202210,633. 청량리 기업은행 앞,9,27
202210,634. 외국어대 정문 앞,30,36
202210,637. KAIST 경영대학 앞,6,11
202210,640. 동대문경찰서 교차로,1,2
202210,641. 용두역 4번출구,3,2
202210,643. 동대문구민체육센터 (육교아래),1,1
202210,646. 장한평역 1번출구,2,2
202210,647. 신이문역 1번출구,0,1
202210,650. 중랑교사거리,2,1
202210,656. 영휘원 교차로,1,0
202210,657. 동대문롯데캐슬아파트 앞,0,1
202210,659. 제기역1번출구,14,3
202210,660. 동의보감타워,2,2
202210,661. 경희대학교 청운관,4,8
202210,663. 외대앞역 4번출구,5,4
202210,664. 서울시립대 건설공학관,1,0
202210,665.이문동 쌍용아파트 정문,4,0
202210,666.이문대성유니드아파트 앞,2,0
202210,669.청계한신휴플러스앞 삼거리,2,2
202210,670.삼육서울병원 버스정류장,5,2
202210,672.대광고등학교,2,3
202210,673.안암골벽산아파트(후문),1,0
202210,674.고대앞사거리 교통섬,6,4
202210,680.꿈마루어린이도서관 앞,11,7
202210,700. KB국민은행 염창역 지점 앞,1,0
202210,703. 오목교역 7번출구 앞,2,0
202210,704. 남부법원검찰청 교차로,1,0
202210,708. 서울출입국관리사무소 앞,2,0
202210,714. 한국SGI 양천문화회관 앞,0,1
202210,719. 홍익병원앞 교차로,1,0
202210,722. 경서농협 버스정류장(우리은행신정동지점방향),0,1
202210,723. SBS방송국,1,0
202210,726. 목동3단지 시내버스정류장,0,1
202210,731. 서울시 도로환경관리센터,0,2
202210,735. 영도초등학교,1,0
202210,741. 화곡로 입구 교차로,0,3
202210,744. 신목동역 2번 출구,3,2
202210,746. 목동2단지 상가,2,1
202210,747. 목동3단지 상가,0,1
202210,748. 목동운동장,6,4
202210,755. 목동1단지아파트 상가 앞,1,1
202210,762. 오목로 무중력지대 앞,0,1
202210,765. 오목교역 3번출구,1,1
202210,766. 신목동역 3번출구,1,5
202210,768.목동5단지아파트 501동,1,0
202210,769.CBS방송국 앞,3,3
202210,770.목동역5번출구 교통정보센터 앞,1,3
202210,"773.염창역 3, 4번 출구 사이",2,0
202210,774.등촌역 4번 출구 ,1,0
202210,776.목마공원,1,0
202210,781.신정보도육교 아래,1,1
202210,786.목동아파트 8단지 상가동 앞,2,0
202210,788.양천구청역 2번출구 옆,1,2
202210,791.현대하이페리온,1,0
202210,792.목동트라팰리스 웨스턴에비뉴,0,3
202210,797.목동아파트 1422동 1434동 사잇길,1,1
202210,800. 목월공원 앞,2,0
202210,802. 한강진역 2번 출구 앞,3,5
202210,803. 한남초교 앞 보도육교,3,4
202210,805. 문배어린이공원 앞,4,1
202210,806. 전자랜드 본관 앞,5,3
202210,807. 서울역 12번 출구 앞,5,16
202210,808. 서빙고동 금호맨션 앞,1,2
202210,809. 한남 유수지 복개주차장,15,8
202210,810. 이태원지하보도,20,12
202210,811. 녹사평역1번출구,5,4
202210,812. 용산전쟁기념관,9,5
202210,813. 삼각지역 3번출구,20,16
202210,815. LIG강촌아파트 103동앞,8,7
202210,816. 신용산역 6번출구 앞,4,6
202210,817. 삼각지역 4번출구 앞,2,3
202210,818. 숙명여대 입구 교차로,2,2
202210,819. 선린인터넷 고등학교,5,1
202210,820. 청파동입구 교차로,6,7
202210,822. 이촌1동 마을공원,3,2
202210,823. 효창동주민센터 앞,1,1
202210,825. 서빙고동 주민센터 앞,38,62
202210,826. 서울역 서부교차로2,6,2
202210,828. 숙대입구역 8번,6,3
202210,829. 베르가모앞,35,21
202210,830. 청암자이아파트앞,0,1
202210,831. 이태원관광특구입구,2,5
202210,832. 이촌1동 주민센터 뒤,12,22
202210,834. 효창공원앞역 3번출구 뒤,2,5
202210,835. 남영역 건너편,3,2
202210,836. 현대자동차서비스 앞,6,8
202210,837. 한남나들목 입구,18,33
202210,838. 숙대입구역 4번출구,10,12
202210,839. 보광동 삼성리버빌아파트 앞,13,13
202210,840. 용산 파크타워 앞,1,0
202210,841. 신용산역 1번 출구,19,22
202210,843. 녹사평역 광장,11,8
202210,844. 이촌2동 동원베네스트 아파트 앞,5,2
202210,845. 용산 선인상가,2,2
202210,846. 용산중학교,3,1
202210,848. 삼각지12번 출구,12,8
202210,849. 삼각지 자이아파트,4,4
202210,850. KCC용산월츠타워 ,2,0
202210,851.효창 푸르지오 앞,1,0
202210,852.청암자이APT(103동),5,5
202210,853.용산역 맞은편,30,35
202210,854.HID 유족동지회 앞,1,1
202210,855.이촌역5번출구 앞,5,0
202210,857. 현대 안성타워,13,6
202210,858.녹사평역3번 출구,5,11
202210,860.LG한강 자이아파트 앞,26,21
202210,863.이촌역2번 출구,19,12
202210,864.순천향대학병원(한남오거리),5,10
202210,865.하얏트호텔 앞,1,0
202210,866.브라운스톤 남산아파트,3,4
202210,867.서빙고역 광장(1번출구),7,1
202210,869.노들섬 동측 앞,6,3
202210,870.노들섬 서측 앞,34,33
202210,905. 구파발역 2번출구,1,0
202210,906. 연신내역 5번출구,1,0
202210,912. 응암오거리,1,0
202210,914. 새절역 2번출구,2,4
202210,915. 증산역 4번출구,1,1
202210,919. 서울혁신파크,3,1
202210,948. 디지털미디어 시티역 4번출구(DMC역),1,0
202210,949. 연신내역 1번 출구 ,1,1
202210,950. 구산역 2번 출구 예일여고 버스정류장,1,1
202210,956. 응암시장교차로,2,0
202210,962. 은평뉴타운 힐데스하임,0,1
202210,967. 서울혁신파크2,0,1
202210,973.제각말푸르지오 5-1단지 아파트,2,0
202210,989. 신응교(가좌로) 앞,2,2
202210,991.흥국사 정류장,1,1
202210,996.응암역2번출구 국민은행 앞,1,1
202210,상담센터,1,0
202211,1003. 해공도서관앞,1,0
202211,1009. 천호역4번출구(현대백화점),4,1
202211,1010. 강동세무서,1,0
202211,1011. LIGA 아파트 앞,6,4
202211,102. 망원역 1번출구 앞,9,3
202211,1020. 강동경찰서,0,2
202211,1023. 한국종합기술사옥 앞,3,0
202211,1029. 성내어울터,0,1
202211,103. 망원역 2번출구 앞,12,14
202211,1034. 고덕동 래미안 힐스테이트,1,0
202211,104. 합정역 1번출구 앞,9,10
202211,1042. 강일리버파크 2~5단지,0,1
202211,105. 합정역 5번출구 앞,6,9
202211,1050.  둔촌역 3번 출입구,0,3
202211,1059. 래미안 강동팰리스(102동),0,1
202211,106. 합정역 7번출구 앞,25,18
202211,107. 신한은행 서교동지점,13,11
202211,1072.고덕역 5번출구,0,1
202211,1076. 천동초교입구사거리 버스정류장(십자성마을 방면),1,1
202211,108. 서교동 사거리,21,14
202211,1081.트레빌빌딩,2,0
202211,1084. 윤선생빌딩(JYP사옥),5,2
202211,109. 제일빌딩 앞,19,16
202211,1090.상일동역 2번출구 앞,1,1
202211,1103. 방화역 4번출구앞,0,1
202211,111. 상수역 2번출구 앞,10,10
202211,1111. 마곡엠밸리6_7단지 마곡중학교,2,0
202211,1112. 마곡엠밸리4단지 정문,0,1
202211,112. 극동방송국 앞,36,33
202211,1122. 황금내근린공원,4,2
202211,1124. 발산역 6번 출구 뒤,1,1
202211,1126. 우장산역 1번출구옆(우장산아이파크105동앞),2,2
202211,1128. 화곡역 6번출구,1,0
202211,1129. 화곡역 1번 출구 앞,2,3
202211,113. 홍대입구역 2번출구 앞,33,33
202211,1130. 화곡본동시장 버스정류장,2,0
202211,1135. 강서구의회,0,2
202211,114. 홍대입구역 8번출구 앞,35,47
202211,1141. 곰달래 문화복지센터 1-1,0,1
202211,1148. 볏골공원,1,0
202211,115. 마스타 빌딩 앞,14,5
202211,1151. 마곡역1번출구,2,0
202211,"1153. 발산역 1번, 9번 인근 대여소",7,1
202211,1155. 기쁜우리복지관,6,6
202211,1158. 가양역 8번출구,1,1
202211,116. 일진아이윌아파트 옆,0,2
202211,1160. 양천향교역 7번출구앞,4,6
202211,117. 홍은사거리,3,2
202211,1171. 염창동 새마을금고 건너편,0,2
202211,118. 광흥창역 2번출구 앞,1,1
202211,1182. KBS 스포츠월드,1,1
202211,119. 서강나루 공원,24,24
202211,1197. 엠펠리체 호텔 건너편,8,7
202211,1199. 우장산역 3번출구,0,2
202211,120. 신수동 사거리,1,3
202211,1200. 개화광역환승센터,1,1
202211,1203. 밀리아나2빌딩 앞,2,0
202211,1205. 종합운동장역 4번출구,8,4
202211,1206. 9호선종합운동장역 9번출구,5,8
202211,1208. 풍납현대아파트쉼터,2,1
202211,1209. 잠실나루역 (2번 출구 쪽),3,1
202211,121. 마포소방서 앞,0,1
202211,1210. 롯데월드타워(잠실역2번출구 쪽),27,29
202211,1211. 방이삼거리,9,12
202211,1214. 오금역 7번 출구 인근,3,0
202211,1215. 올림픽공원역 1번출구 앞,2,2
202211,1218. 방이역 4번출구,1,1
202211,122. 신성기사식당 앞,0,1
202211,1220. 잠실근린공원,1,2
202211,1221. 삼전역 4번출구,1,0
202211,1222. 잠실새내역 5번 출구 뒤,5,6
202211,1224. 아시아지하보도 2번 출구,4,2
202211,1228. 마천사거리 ,0,1
202211,123. 문화촌 공원,6,2
202211,1231. 잠실역 6번출구,0,7
202211,1232. 잠실주공 521동 건너편,3,4
202211,1233. 잠실3거리(갤러리아팰리스),1,1
202211,1235. 잠실트리지움310동 옆,0,1
202211,124. 서강대 정문 건너편,2,7
202211,1240. 문정 법조단지4,12,11
202211,1241. 문정 법조단지5,2,0
202211,1243. 문정 법조단지7,6,9
202211,1244. 문정 법조단지8,1,1
202211,1247. 문정 법조단지11,0,1
202211,1249. 아주중학교건너편,1,0
202211,125. 서강대 남문 옆,6,6
202211,126. 서강대 후문 옆,8,3
202211,1260. 방이동 한양3차아파트 옆,1,1
202211,1264. 천호역 10번 출구 앞,0,8
202211,1265. 문정동 근린공원,2,2
202211,1266. 문정동 글샘 공원,2,1
202211,1267. 올림픽공원 남2문 앞,6,0
202211,1268. 몽촌토성역 1번출구 옆,16,20
202211,1271. 송파도서관,0,2
202211,1275. 거여초등학교 옆,1,1
202211,1278. 송파구청 교차로,1,3
202211,128. 신촌역(2호선) 1번출구 옆,17,10
202211,1282. 송파소방서 맞은편(성내4교),2,3
202211,1288. 문정중교 사거리,2,2
202211,129. 신촌역(2호선) 6번출구 옆,3,7
202211,1293. 석촌호수 서호 사거리,1,1
202211,1295. 잠실역 8번출구,12,27
202211,1297. 석촌호수교차로(동호 팔각정 앞),9,4
202211,130. 신촌역(2호선) 7번출구 앞,19,30
202211,1304. 만해공원,4,0
202211,1306. 한성대입구역2번출구,4,8
202211,1308. 안암로터리 버스정류장 앞,8,3
202211,1321. 국민은행 종암동지점 앞,11,8
202211,1322. 래미안라센트아파트 103동 앞,1,0
202211,1325. 상월곡역 4번출구,1,1
202211,1326. 상월곡역 1번출구,6,14
202211,1328. 월곡역 3번출구,2,0
202211,133. 해담는다리,0,3
202211,1332. 석계역 5번출구 건너편,3,5
202211,1337. 돈암성당 옆,3,3
202211,1338. 용문2교 옆,8,2
202211,134. 연세로 명물길,14,9
202211,1349. 월계2교 버스정류장 앞,1,0
202211,135. 명물길 원형무대 앞,10,6
202211,1351. 안암2교 옆,4,1
202211,1354. 고려대학교 2번출구,9,4
202211,1355. 보문2교,6,8
202211,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,9,8
202211,1360. 정릉역,1,0
202211,1361. 홍익중고 입구,1,0
202211,1362. 보문역6번출구 앞,1,0
202211,1363. 보문4교 인근,1,1
202211,1368. 성신여대입구 교차로,4,1
202211,1369. 미아사거리,1,2
202211,137. 신촌기차역입구 교차로,12,8
202211,1372. KEB은행 고대점,6,9
202211,1377. 한국과학기술연구원 북문,1,0
202211,138. 신촌동 제1공영주차장 앞,2,1
202211,1381.석계역 4번출구 뒤,1,3
202211,1384.성신여대입구역 5번출구,0,2
202211,1385.성신여대입구역 3번출구 앞,1,2
202211,139. 연세대 정문 건너편,5,1
202211,1390.석관래미안아트리치,2,2
202211,1394.길음뉴타운 래미안9단지,0,1
202211,140. 이화여대 후문,9,6
202211,1402. 금란주차장 앞,2,0
202211,1405. 망우역 1번출구,1,0
202211,141. 연대 대운동장 옆,3,3
202211,1414. 사가정역 2번출구,0,1
202211,142. 아현역 4번출구 앞,6,6
202211,1425. 용마문화복지센터,1,0
202211,1438. 홈플러스 신내점 앞,1,1
202211,144. 공덕역 8번출구,16,9
202211,1447. 면목역 3번출구,4,0
202211,1448. 코스트코 상봉점,0,1
202211,145. 공덕역 5번출구,3,1
202211,1451. 중랑세무서,0,1
202211,1456. 상아빌딩(우림시장 교차로),0,1
202211,146. 마포역 2번출구 뒤,20,12
202211,1461.동양엔파트 앞,1,0
202211,147. 마포역 4번출구 뒤,17,15
202211,1471.동양쇼핑 정류소 앞,1,0
202211,1478.홈플러스 상봉점 앞,1,2
202211,150. 서강대역 2번출구 앞,6,2
202211,1503. 강북구청사거리(수유역 8번출구),1,0
202211,1512. 강북중학교 앞,2,2
202211,1528. 삼각산동 주민센터,1,1
202211,153. 성산2교 사거리,0,4
202211,1531. 미아사거리 1번 출구,2,0
202211,1535. 효성인텔리안 앞,3,3
202211,1537. 북한산 우이역,0,1
202211,154. 마포구청역 ,1,1
202211,1546. 송천동우체국,1,1
202211,1552. 강북구청사거리,1,1
202211,156. 서울서부지방법원 앞,0,1
202211,1560. 도봉세무서 앞,0,1
202211,1564.4.19민주묘지역 1번출구,2,0
202211,1568.4.19민주묘지 입구사거리,2,1
202211,1569.수유역2번출구,2,5
202211,1572. 우이동 먹거리마을,1,0
202211,159. 이대역 4번 출구,2,3
202211,160. 북아현동 가구거리,3,5
202211,1601. 석계역 문화광장 내 자전거 보관소,2,0
202211,1606. 태릉입구역 3번출구 ,1,1
202211,1608. 공릉역 1번 출구 앞,1,0
202211,1610. 화랑대역 2번출구 앞,1,1
202211,1611. 과기대 입구(우),1,1
202211,1616. 하계2동 공항버스정류장 옆,2,0
202211,1617. 하계동 중평어린이공원 앞,2,2
202211,162. 봉원고가차도 밑,11,20
202211,1625. 상계역(4번출구),1,2
202211,1627. 수락산역 4번출구,0,1
202211,1630. 수연빌딩 앞,1,0
202211,1635. 상계3.4동 주민센터 대여소,0,1
202211,1640. 한내근린공원 북측,1,2
202211,1641. 한내근린공원 남측,2,0
202211,1642. 서울여대 남문,2,0
202211,1657. 노원구청 ,2,1
202211,166. 가재울 초등학교,0,1
202211,1662. 노원역7번출구,1,1
202211,1663. 동해문화예술관앞,1,0
202211,1677. 육군사관학교  앞,2,2
202211,1679. 삼육대 도서관,0,1
202211,1684. 태릉입구역 5번출구,1,1
202211,169. 북가좌 삼거리,1,1
202211,171. 임광빌딩 앞,3,2
202211,1720. 도봉구청 옆(중랑천변),1,0
202211,1721. 창동역 2번출구 ,0,1
202211,173. 서대문역 8번출구 앞,2,3
202211,1742. 북한산 코오롱 하늘채,5,5
202211,1744.도봉소방서 옆,1,0
202211,1748. 방학역 1번출구,1,0
202211,1749. ESA아파트 상가 앞,0,1
202211,175. 홍연2교옆,5,1
202211,1754. 창동시장입구 사거리,0,1
202211,176. 명지대학교 도서관,3,5
202211,179. 가좌역 4번출구 앞,5,0
202211,180. 충정로역 7번출구 아래,0,1
202211,181. 망원초록길 입구,37,30
202211,1819. 금천구청 앞 자전거거치대,2,3
202211,182. 망원2빗물펌프장 앞,22,24
202211,1824. 독산근린공원 입구,1,0
202211,1827. 독산보도육교 앞 자전거 보관소,1,0
202211,183. 하늘채코오롱아파트 건너편,8,15
202211,184. 7번가피자 서교망원점,2,3
202211,1843. 독산고등학교,1,1
202211,1847. 독산주공 14단지 버스정류소,4,3
202211,1849. 대륭포스트타워5차,0,1
202211,185. 마포 신수공원 앞,2,10
202211,186. 월드컵공원,19,12
202211,1862.스타즈호텔독산 빌딩 앞,4,4
202211,1869.롯데캐슬골드파크3차 301동 앞,1,0
202211,1870.독산3동주민센터 앞,0,1
202211,188. 홍은동 정원여중 입구,0,1
202211,1906. 신도림역 1번 출구 앞,2,3
202211,191. 서우빌딩,1,0
202211,1911. 구로디지털단지역 앞,8,4
202211,192. 연서어린이공원,1,2
202211,1925. 동양미래대학교 정문 옆,3,3
202211,1955. 디지털입구 교차로,0,1
202211,1958. 강서수도사업소민원센터,3,3
202211,1961. 신도림테크노근린공원,3,3
202211,1977. 천왕역 1번 출입구 앞,0,1
202211,198. 충정2교,2,1
202211,199. 서울 월드컵 경기장,4,8
202211,1991. 오류동역 맞은편,6,3
202211,2002. 노들역 1번출구,3,8
202211,2003. 사육신공원앞,2,2
202211,201. 진미파라곤 앞,8,1
202211,2013. 장승배기역 5번출구,0,5
202211,202. 국민일보 앞,17,26
202211,2024. 상도역 1번출구,0,1
202211,2025. 흑석역 1번출구,22,27
202211,2026. 흑석역 4번출구,2,2
202211,2027. 중앙대학교 정문 1,7,6
202211,203. 국회의사당역 3번출구 옆,6,4
202211,2032. 이수역 11번출구쪽,1,0
202211,2034. 사당역 7번출구쪽,2,0
202211,2037. 동작역 5번출구 동작주차공원,13,4
202211,2038. 동작역 7번출구,1,1
202211,204. 국회의사당역 5번출구 옆,3,3
202211,2048. 삼일초등학교 인근,0,1
202211,205. 산업은행 앞,17,5
202211,2050. 노량진역 5번출구,6,3
202211,2058. 동작경찰서,2,0
202211,2059. 보라매공원 정문,4,0
202211,206. KBS 앞,2,7
202211,2060. 남성역3번출구 뒤,0,1
202211,2067. 보라매역?동작세무서 버스정류장(강남중학교방면),0,1
202211,207. 여의나루역 1번출구 앞,178,139
202211,2070. 노량진역 2번 출구 앞,7,11
202211,2077.노들역 3번출구,7,8
202211,2079.중앙대학교 중앙광장,2,0
202211,2080. 대방지하보도(대방동경남아너스빌아파트),2,2
202211,209. 유진투자증권빌딩 앞,4,12
202211,2094.숭실대학교(중문) ,5,0
202211,2095.경문고등학교 앞,0,2
202211,2102. 봉림교 교통섬,8,4
202211,2104. 사당역 5번출구,0,1
202211,2105. 미성동 신림체육센터,2,0
202211,2106. 세이브마트,1,1
202211,2107. 도림천 신화교,3,2
202211,2109. 은천로입구 가로공원,0,1
202211,2115. 관악구시설관리공단,1,0
202211,213. KT앞,22,23
202211,2139. 서울신성초등학교,1,0
202211,214. 금융감독원 앞,8,2
202211,2140. 신림1교 교차로,1,2
202211,2145. 은천초등학교 육교,0,1
202211,215. 여의도고교 앞,14,8
202211,2156. 신림푸르지오아파트,1,1
202211,2165. JK장평타워,1,0
202211,2167. 낙성대역 1번출구,1,0
202211,2169. 봉천역 2번출구,1,0
202211,217. NH농협은행 앞,3,0
202211,2172. 나들목공원,1,1
202211,2173. 당곡사거리,2,1
202211,2174. 삼성디지털프라자관악점,1,1
202211,2176. 보라매공원 보도육교,1,2
202211,2177. 신대방역 2번 출구,1,2
202211,2178. 서울대학교 정문,0,1
202211,2183. 동방1교,3,6
202211,2187. 현대시장사거리,1,1
202211,2189. 봉천역 4번출구,0,1
202211,219. 롯데캐슬엠파이어 옆,5,1
202211,2191.대학동주민센터 ,5,2
202211,2195.은천교회,1,2
202211,220. 미성아파트 A동 앞,3,12
202211,2201. 본마을 정류소 앞,4,0
202211,221. 여의도초교 앞,0,6
202211,2211. 서초구립반포도서관 앞,1,1
202211,2213. 고속터미널역 5번출구 앞,0,4
202211,2214. 신반포역 2번출구 앞,15,13
202211,2215. 반포종합운동장 입구,0,1
202211,2217.아크로리버뷰 부지 앞,12,13
202211,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",24,12
202211,222. 시범아파트버스정류장 옆,1,2
202211,2220. 반포본동 주민센터 앞,8,13
202211,2221. 방일초교 마을버스 정류장,1,0
202211,2222.사당역 12번출구 뒤,1,1
202211,2223. 방배래미안 정문 앞,1,0
202211,2231. 삼성타운(삼성생명) A동 맞은편,6,1
202211,2233. 서초신동아1차아파트 옆,0,1
202211,2239.교대역 6번출구,1,1
202211,224. 롯데캐슬 앞,3,1
202211,2243.서울가정법원,1,0
202211,2244.교육개발원입구 교차로,0,2
202211,2245.양재초등학교 맞은편,0,1
202211,2249. 우솔초등학교 맞은편,0,1
202211,225. 앙카라공원 앞,6,1
202211,2252. 잔디마을 마을버스 정류장,1,0
202211,2259. 잠원역 3번-4번 출구사이 ,0,2
202211,226. 샛강역 1번출구 앞,3,19
202211,2262. 한신16차아파트 119동 앞,46,67
202211,2263. 바우뫼문화복지회관,3,2
202211,2264. 이수역 1번출구,0,1
202211,2266. 서초역 3번출구,1,1
202211,2268. 서초4동주민센터 ,3,2
202211,2269. 주홍교 하부,1,0
202211,227. 양평2나들목 보행통로 입구,3,4
202211,2271. 내방역 8번출구 앞,0,1
202211,2273. 일동제약 사거리,1,0
202211,2274. 양재시민의숲역 3번출구,0,1
202211,2276. 영동1교 (양재천근린공원),0,1
202211,2277. 길마중4교 하부,5,3
202211,2279. 교대역 5번출구뒤,1,2
202211,228. 선유도역 3번출구 앞,2,4
202211,2285. LH서초3단지 301동 맞은편,1,1
202211,229. 양평1 보행육교 앞,2,5
202211,2294. 두상빌딩 앞,1,0
202211,2297. 남부터미널역 1번출구,0,1
202211,2298. 래미안서초스위트앞,1,3
202211,230. 영등포구청역 1번출구,3,1
202211,2301. 현대고등학교 건너편,33,34
202211,2302. 교보타워 버스정류장(신논현역 3번출구 후면),7,1
202211,2303. 논현역 10번출구,4,3
202211,2305. MCM 본사 직영점 앞,1,5
202211,2306. 압구정역 2번 출구 옆,23,12
202211,2307. 압구정 한양 3차 아파트,6,1
202211,2308. 압구정파출소 앞,8,6
202211,2309. 청담역(우리들병원 앞),3,0
202211,2310. 청담동 맥도날드 옆(위치),4,0
202211,2312. 청담역 13번 출구 앞,0,3
202211,2313. 금원빌딩 앞,0,7
202211,2314. 청담나들목입구,6,4
202211,2315. 봉은사역 5번출구 옆,1,13
202211,2317. 삼성도로공원,7,10
202211,2319. 포스코사거리 서측(수협 삼성동 지점),3,2
202211,2323. 주식회사 오뚜기 정문 앞,0,2
202211,2325. 대치삼성아파트 앞 교차로,0,2
202211,2326. 대치동 삼성로,2,0
202211,2327. 뱅뱅사거리 랜드마크타워 앞,2,4
202211,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,2,4
202211,2329. 르네상스호텔사거리 역삼지하보도 2번출구,1,0
202211,2331. 동영문화센터앞,4,2
202211,2332. 선릉역3번출구,6,6
202211,234. 영등포구민체육센터 앞,1,0
202211,2340. 삼호물산버스정류장(23370) 옆,1,1
202211,2343. 세곡사거리 대왕파출소 앞,1,1
202211,2348. 포스코사거리(기업은행),6,2
202211,2349. 역삼빌딩 앞(하나은행 옆),1,2
202211,235. 신길동 우리은행 옆,1,0
202211,2353. 강남구청역 2번출구 뒤,1,6
202211,2354. 청담역 2번출구,1,1
202211,2356. 강남구청,0,3
202211,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),0,1
202211,236. 문래동자이아파트 앞,2,1
202211,2360. 도곡1동 주민센터 교차로,0,2
202211,2362. 신사동 가로수길 입구,18,24
202211,2363. 강남 을지병원 교차로,1,2
202211,2364. 도산공원교차로,3,7
202211,2365. K+ 타워 앞,1,5
202211,2369. KT선릉타워,4,4
202211,2370. 한티역 3번출구,1,1
202211,2372. 대치역 사거리,2,3
202211,2377. 수서역 5번출구,1,0
202211,238. 제2구민체육센타 앞,2,1
202211,2381. 언주역 6번출구앞,0,4
202211,2382. 역삼동 sk뷰 501동앞,1,1
202211,2385. 학동역,7,6
202211,2386. 크린랩 본사,2,0
202211,2389. 경기여자고등학교 후문 (삼성로3길 입구),0,1
202211,239. 유스호스텔 앞,4,2
202211,2396. 영동3교 북단(우성캐릭터 앞 보도),0,1
202211,2398. 더라움,0,1
202211,240. 문래역 4번출구 앞,3,1
202211,2405. 청담공원앞 교차로,0,1
202211,2406. 논현동 광명빌딩 앞,6,5
202211,2409. 역삼동 디오슈페리움 (우성아파트 사거리),0,1
202211,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),10,2
202211,2414. 도곡역 아카데미스위트 앞,2,0
202211,2415.한티역 롯데백화점 앞,2,2
202211,2416.한티역 6번 출구,1,0
202211,2417.선정릉 디캠프(D.CAMP)앞,2,2
202211,2418.봉은사역 7번 출구 ,5,7
202211,"2419.봉은사역 1,2번 출구 ",4,12
202211,2421. 신논현역 4번출구,8,6
202211,2425.세곡동 사거리(대왕초등학교 정류장),6,6
202211,2428.롯데리아 개포점앞,2,4
202211,2429.압구정로데오역 6번출구,14,10
202211,243. 이앤씨드림타워 앞,1,3
202211,2430.강남파이낸스센터앞(역삼역2번출구),1,2
202211,2431.대치역 7번출구,1,0
202211,244. 영등포삼환아파트 앞,1,1
202211,247. 당산역 10번출구 앞,6,6
202211,248. 초원아파트 앞,20,12
202211,249. 여의도중학교 옆,63,58
202211,250. 대림아파트 사거리,1,1
202211,2503. 반포1동 서초빌딩 앞,3,2
202211,2504. 신사역 4번출구 뒤,5,16
202211,2505. 우성아파트사거리 (기업은행앞),5,8
202211,2506. LG유플러스 (방배사옥),2,0
202211,2515.서초초등학교 후문,15,11
202211,252. 보라매역4번출구,0,1
202211,2523.뉴코아 킴스클럽 앞,6,8
202211,2524.반포쇼핑타운 8동 앞,1,1
202211,2525.반포쇼핑타운 2동 앞,22,35
202211,2526.반포경남쇼핑 앞,2,3
202211,2527.반포중학교 앞(세화여고 맞은편),0,5
202211,2530.삼호3차아파트 앞,4,0
202211,2535.신반포역 3번출구 뒤,3,1
202211,2537.양재역 8번출구 앞,3,0
202211,2538.사평리 공원,11,4
202211,2540.반포천 앞,6,4
202211,2542.신논현타워 앞,0,9
202211,2547. 반포래미안 리오센트,1,0
202211,258. 신길역3번출구,7,3
202211,260. 여의도 마리나선착장 앞,3,5
202211,2601. 석촌호수 아뜰리에,5,2
202211,2605. 복정역 1번 출구 앞,0,2
202211,2608. 송파구청,7,10
202211,2613. 잠실나들목,4,7
202211,2619. 석촌고분역 4번출구,0,1
